N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
910.0,콤텍시스템,702.0,23.0,-3.17%,500.0,7098.0,5584.0,159.0
911.0,지엠비코리아,4450.0,80.0,-1.77%,500.0,6105.0,5508.0,111.0
912.0,미래에셋글로벌리츠,2915.0,20.0,-0.68%,1000.0,136.0,3401.0,40.0
913.0,동방아그로,6220.0,20.0,+0.32%,500.0,1467.0,2165.0,93.0
914.0,SH에너지화학,762.0,52.0,+7.32%,500.0,1674.0,1242.0,8.0
915.0,대원화성,2050.0,40.0,-1.91%,500.0,1468.0,1309.0,-74.0
916.0,KH 필룩스,1326.0,0.0,0.00%,500.0,1643.0,12460.0,-214.0
917.0,크라운해태홀딩스,5650.0,80.0,-1.40%,500.0,9791.0,11538.0,384.0
918.0,동일고무벨트,6020.0,0.0,0.00%,500.0,3904.0,3812.0,81.0
919.0,TIGER 코스닥150,13290.0,250.0,-1.85%,0.0,,,
920.0,써니전자,2395.0,15.0,+0.63%,500.0,174.0,765.0,17.0
921.0,KODEX 차이나CSI300,11175.0,60.0,-0.53%,0.0,,,
922.0,삼호개발,3330.0,5.0,-0.15%,500.0,3075.0,2824.0,45.0
923.0,호전실업,8520.0,10.0,+0.12%,500.0,4800.0,3161.0,406.0
924.0,화승코퍼레이션,1658.0,21.0,-1.25%,500.0,15854.0,11772.0,432.0
925.0,대동전자,7860.0,150.0,+1.95%,500.0,413.0,2512.0,22.0
926.0,신영와코루,9160.0,90.0,+0.99%,500.0,2014.0,4258.0,66.0
927.0,한신공영,7110.0,130.0,-1.80%,5000.0,12216.0,23494.0,394.0
928.0,남성,2270.0,85.0,-3.61%,500.0,981.0,2712.0,25.0
929.0,태평양물산,1658.0,42.0,-2.47%,500.0,10846.0,7212.0,684.0
930.0,조광페인트,6400.0,40.0,+0.63%,500.0,2605.0,3861.0,-16.0
931.0,신한 레버리지 코스닥 150 선물 ETN,32690.0,35.0,+0.11%,0.0,,,
932.0,남광토건,8300.0,180.0,-2.12%,5000.0,4504.0,3459.0,111.0
933.0,금비,81600.0,4400.0,-5.12%,5000.0,2350.0,3073.0,0.0
934.0,유니드비티플러스,7650.0,230.0,-2.92%,1000.0,292.0,2136.0,14.0
935.0,제일연마,8110.0,100.0,+1.25%,500.0,834.0,1041.0,51.0
936.0,TIGER 테슬라채권혼합Fn,11490.0,75.0,-0.65%,0.0,,,
937.0,TIGER 미국다우존스30,22460.0,0.0,0.00%,0.0,,,
938.0,휴니드,5720.0,140.0,+2.51%,5000.0,2225.0,3041.0,127.0
939.0,플레이그램,632.0,2.0,+0.32%,100.0,1313.0,3036.0,-69.0
940.0,TIGER 미국채30년스트립액티브(합성 H),40025.0,1750.0,-4.19%,0.0,,,
941.0,유니온,5120.0,110.0,-2.10%,500.0,2350.0,3761.0,29.0
942.0,보락,1334.0,5.0,-0.37%,200.0,484.0,609.0,33.0
943.0,TIGER 미국필라델피아반도체레버리지(합성),12830.0,145.0,+1.14%,0.0,,,
944.0,TIGER 화장품,2335.0,5.0,-0.21%,0.0,,,
945.0,엔케이,990.0,6.0,+0.61%,500.0,767.0,1857.0,9.0
946.0,국제약품,3735.0,95.0,-2.48%,1000.0,1266.0,1366.0,53.0
947.0,유한양행우,66800.0,1000.0,-1.47%,1000.0,,,
948.0,사조오양,8360.0,60.0,+0.72%,5000.0,3691.0,3432.0,102.0
949.0,일신석재,1014.0,12.0,-1.17%,500.0,1377.0,1162.0,39.0
950.0,새론오토모티브,4070.0,25.0,-0.61%,500.0,1380.0,2562.0,-31.0
951.0,동원금속,1662.0,68.0,-3.93%,500.0,5386.0,4879.0,356.0
952.0,상상인증권,717.0,5.0,-0.69%,1000.0,511.0,5981.0,-8.0
953.0,TRUE 나스닥 100 ETN,15500.0,20.0,+0.13%,0.0,,,
954.0,ACE 25-06 회사채(AA-이상)액티브,10095.0,10.0,-0.10%,0.0,,,
955.0,HL D&I,2025.0,85.0,-4.03%,5000.0,14721.0,16674.0,526.0
956.0,유유제약,4500.0,45.0,+1.01%,1000.0,1389.0,1952.0,-6.0
957.0,KODEX 아시아반도체공급망exChina액티브,13075.0,35.0,+0.27%,0.0,,,
958.0,KODEX 은선물(H),4200.0,30.0,-0.71%,0.0,,,
959.0,KODEX 미국메타버스나스닥액티브,8440.0,5.0,-0.06%,0.0,,,
960.0,KC코트렐,1497.0,65.0,-4.16%,500.0,4216.0,3235.0,36.0
961.0,신한 WTI원유 선물 ETN(H),7620.0,115.0,+1.53%,0.0,,,
962.0,부국철강,3805.0,205.0,-5.11%,500.0,2097.0,1536.0,59.0
963.0,깨끗한나라,2040.0,25.0,+1.24%,1000.0,6065.0,6610.0,38.0
964.0,NH프라임리츠,4070.0,0.0,0.00%,500.0,29.0,1002.0,25.0
965.0,TIMEFOLIO 글로벌AI인공지능액티브,13500.0,35.0,-0.26%,0.0,,,
966.0,TIGER 200선물레버리지,11850.0,200.0,-1.66%,0.0,,,
967.0,유성기업,2915.0,10.0,-0.34%,500.0,2968.0,4270.0,67.0
968.0,KODEX 한국대만IT프리미어,18895.0,55.0,-0.29%,0.0,,,
969.0,대원전선,1044.0,4.0,-0.38%,500.0,5624.0,2460.0,13.0
970.0,청호ICT,2490.0,0.0,0.00%,500.0,225.0,300.0,-50.0
971.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,37465.0,1255.0,+3.47%,0.0,,,
972.0,에쓰씨엔지니어링,2350.0,115.0,-4.67%,500.0,1372.0,1065.0,78.0
973.0,TRUE S&P500 선물 ETN,14945.0,35.0,-0.23%,0.0,,,
974.0,서원,1572.0,72.0,-4.38%,500.0,2757.0,2662.0,2.0
975.0,삼성공조,9170.0,10.0,-0.11%,500.0,957.0,3087.0,87.0
976.0,마스턴프리미어리츠,2785.0,0.0,0.00%,1000.0,21.0,1793.0,1.0
977.0,평화산업,1348.0,6.0,-0.44%,500.0,5199.0,2366.0,57.0
978.0,오리엔트바이오,623.0,12.0,-1.89%,500.0,288.0,811.0,15.0
979.0,명문제약,2170.0,25.0,-1.14%,500.0,1521.0,2304.0,64.0
980.0,SK우,129600.0,2200.0,-1.67%,200.0,,,
981.0,마이티 26-09 특수채(AAA)액티브,100040.0,45.0,-0.04%,0.0,,,
982.0,KBSTAR 2차전지TOP10인버스(합성),22445.0,445.0,+2.02%,0.0,,,
983.0,KODEX 미국달러선물,12505.0,110.0,+0.89%,0.0,,,
984.0,화천기공,33000.0,100.0,-0.30%,5000.0,2441.0,4740.0,82.0
985.0,대우부품,1472.0,12.0,-0.81%,500.0,1005.0,912.0,-58.0
986.0,보해양조,520.0,1.0,+0.19%,500.0,909.0,1474.0,1.0
987.0,혜인,5690.0,40.0,-0.70%,500.0,1780.0,2405.0,27.0
988.0,천일고속,50500.0,0.0,0.00%,5000.0,377.0,548.0,-74.0
989.0,하이스틸,3570.0,180.0,-4.80%,500.0,3164.0,2925.0,169.0
990.0,한솔홈데코,894.0,4.0,-0.45%,1000.0,2834.0,3195.0,27.0
991.0,서울식품,192.0,0.0,0.00%,100.0,643.0,709.0,13.0
992.0,ACE 미국WideMoat가치주,20550.0,170.0,-0.82%,0.0,,,
993.0,한일철강,2690.0,15.0,-0.55%,500.0,2552.0,3392.0,40.0
994.0,다이나믹디자인,4150.0,55.0,-1.31%,500.0,582.0,978.0,-72.0
995.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),28680.0,440.0,-1.51%,0.0,,,
996.0,상신브레이크,3330.0,95.0,-2.77%,500.0,4890.0,5436.0,141.0
997.0,이건산업,6520.0,100.0,-1.51%,5000.0,3293.0,4428.0,193.0
998.0,마니커,1115.0,11.0,+1.00%,500.0,3206.0,1746.0,-70.0
999.0,동양피스톤,5370.0,20.0,+0.37%,500.0,3979.0,3743.0,74.0
1000.0,TIGER 일본TOPIX(합성 H),19515.0,340.0,-1.71%,0.0,,,
1001.0,쌍방울,269.0,0.0,0.00%,500.0,1033.0,1677.0,6.0
1002.0,히어로즈 종합채권(AA-이상)액티브,97880.0,280.0,-0.29%,0.0,,,
1003.0,한세엠케이,2340.0,20.0,+0.86%,500.0,2715.0,2248.0,-211.0
1004.0,KODEX 미국종합채권SRI액티브(H),93890.0,565.0,-0.60%,0.0,,,
1005.0,화승알앤에이,3680.0,10.0,-0.27%,500.0,6579.0,4226.0,155.0
1006.0,DSR,4360.0,110.0,-2.46%,500.0,3675.0,3647.0,358.0
1007.0,까뮤이앤씨,1540.0,31.0,-1.97%,500.0,1951.0,1955.0,-159.0
1008.0,ARIRANG 신흥국MSCI(합성 H),8635.0,25.0,-0.29%,0.0,,,
1009.0,우진플라임,3465.0,115.0,+3.43%,500.0,2546.0,2852.0,226.0
1010.0,핸즈코퍼레이션,3165.0,35.0,+1.12%,500.0,7783.0,8626.0,-667.0
1011.0,TIGER 200 중공업,3330.0,80.0,-2.35%,0.0,,,
1012.0,인터지스,2320.0,25.0,+1.09%,500.0,7200.0,4332.0,354.0
1013.0,KODEX WTI원유선물(H),15585.0,230.0,+1.50%,0.0,,,
1014.0,KODEX Fn성장,13695.0,155.0,-1.12%,0.0,,,
1015.0,삼화왕관,31700.0,100.0,-0.31%,5000.0,1544.0,2228.0,36.0
1016.0,하이트론,2470.0,0.0,0.00%,500.0,108.0,168.0,-89.0
1017.0,KBSTAR 단기국공채액티브,106440.0,15.0,+0.01%,0.0,,,
1018.0,영보화학,3395.0,45.0,-1.31%,500.0,830.0,1804.0,50.0
1019.0,CS홀딩스,58800.0,600.0,+1.03%,5000.0,1753.0,3641.0,156.0
1020.0,ACE G2전기차&자율주행액티브,8695.0,65.0,-0.74%,0.0,,,
1021.0,조비,13050.0,390.0,+3.08%,5000.0,1486.0,1300.0,119.0
1022.0,인디에프,902.0,10.0,-1.10%,500.0,1353.0,1197.0,-130.0
1023.0,TIGER 200 에너지화학,13630.0,160.0,-1.16%,0.0,,,
1024.0,KC그린홀딩스,3010.0,20.0,-0.66%,500.0,7112.0,7929.0,136.0
1025.0,메리츠 3X 레버리지 국채30년 ETN,33595.0,1240.0,-3.56%,0.0,,,
1026.0,TIGER 국채3년,104805.0,155.0,-0.15%,0.0,,,
1027.0,진양폴리,6700.0,70.0,-1.03%,500.0,527.0,461.0,33.0
1028.0,KBSTAR 중기우량회사채,103425.0,55.0,-0.05%,0.0,,,
1029.0,부산산업,63200.0,200.0,-0.32%,5000.0,1526.0,1347.0,53.0
1030.0,한솔로지스틱스,2395.0,25.0,-1.03%,500.0,10154.0,2745.0,363.0
1031.0,대림B&Co,3945.0,45.0,-1.13%,1000.0,2535.0,3376.0,15.0
1032.0,코오롱인더우,23750.0,50.0,-0.21%,5000.0,,,
1033.0,에이엔피,1470.0,9.0,-0.61%,500.0,1075.0,1068.0,-107.0
1034.0,케이비아이동국실업,588.0,4.0,-0.68%,500.0,6142.0,5536.0,-10.0
1035.0,KBSTAR 미국단기투자등급회사채액티브,10385.0,60.0,+0.58%,0.0,,,
1036.0,미래에셋 레버리지 코스닥150 선물 ETN,32515.0,1090.0,-3.24%,0.0,,,
1037.0,우성,20950.0,100.0,+0.48%,5000.0,6123.0,4020.0,-6.0
1038.0,한국종합기술,5900.0,0.0,0.00%,500.0,2837.0,3327.0,54.0
1039.0,사조씨푸드,3750.0,25.0,-0.66%,1000.0,2011.0,3507.0,136.0
1040.0,SG글로벌,1415.0,30.0,-2.08%,500.0,677.0,1859.0,-14.0
1041.0,DSR제강,4410.0,35.0,-0.79%,500.0,2617.0,2594.0,264.0
1042.0,신한 레버리지 은 선물 ETN(H),6335.0,80.0,-1.25%,0.0,,,
1043.0,문배철강,3080.0,85.0,-2.69%,500.0,1922.0,2069.0,30.0
1044.0,GS우,35350.0,50.0,+0.14%,5000.0,,,
1045.0,TIGER 미국투자등급회사채액티브(H),47375.0,420.0,-0.88%,0.0,,,
1046.0,미래에셋맵스리츠,3130.0,0.0,0.00%,1000.0,60.0,2893.0,39.0
1047.0,두산2우B,70300.0,2900.0,-3.96%,5000.0,,,
1048.0,KODEX 일본TOPIX100,17670.0,145.0,-0.81%,0.0,,,
1049.0,SK케미칼우,29450.0,250.0,-0.84%,5000.0,,,
1050.0,KB 블룸버그 레버리지 천연가스 선물 ETN,24880.0,435.0,-1.72%,0.0,,,
1051.0,세원정공,6200.0,20.0,-0.32%,500.0,1592.0,6741.0,120.0
1052.0,TIGER 미국S&P500레버리지(합성 H),27145.0,495.0,-1.79%,0.0,,,
1053.0,삼정펄프,24700.0,200.0,+0.82%,5000.0,1745.0,2327.0,47.0
1054.0,TIMEFOLIO Kstock액티브,8275.0,10.0,-0.12%,0.0,,,
1055.0,히어로즈 26-09 회사채(AA-이상)액티브,49930.0,25.0,-0.05%,0.0,,,
1056.0,KR모터스,629.0,37.0,-5.56%,500.0,1171.0,1492.0,-62.0
1057.0,영흥,596.0,3.0,-0.50%,500.0,5274.0,5357.0,42.0
1058.0,SOL 24-06 국고채액티브,103065.0,100.0,-0.10%,0.0,,,
1059.0,아모레G우,9300.0,60.0,-0.64%,500.0,,,
1060.0,KB Wise 분할매매 ETN,9970.0,0.0,0.00%,0.0,,,
1061.0,TIGER 차이나HSCEI,8980.0,150.0,-1.64%,0.0,,,
1062.0,TIGER 경기방어,8325.0,45.0,-0.54%,0.0,,,
1063.0,ARIRANG 미국S&P500(H),17955.0,145.0,-0.80%,0.0,,,
1064.0,SJM,3765.0,25.0,+0.67%,500.0,1802.0,2433.0,71.0
1065.0,한익스프레스,4895.0,80.0,-1.61%,500.0,8581.0,4079.0,199.0
1066.0,KBSTAR 중국본토대형주CSI100,16260.0,40.0,-0.25%,0.0,,,
1067.0,모나미,3080.0,55.0,-1.75%,1000.0,1495.0,2184.0,63.0
1068.0,IHQ,3585.0,0.0,0.00%,500.0,468.0,2463.0,-322.0
1069.0,KODEX 차이나H레버리지(H),1695.0,90.0,-5.04%,0.0,,,
1070.0,부국증권우,19250.0,50.0,+0.26%,5000.0,,,
1071.0,키움 미국달러선물 ETN,11540.0,85.0,+0.74%,0.0,,,
1072.0,KODEX 200미국채혼합,12020.0,10.0,-0.08%,0.0,,,
1073.0,시디즈,28800.0,400.0,-1.37%,500.0,2433.0,851.0,0.0
1074.0,계양전기,2105.0,15.0,+0.72%,500.0,3651.0,2976.0,-106.0
1075.0,신한 S&P500 VIX S/T 선물 ETN D,9525.0,365.0,+3.98%,0.0,,,
1076.0,신세계건설,14250.0,50.0,-0.35%,5000.0,14324.0,10356.0,-120.0
1077.0,KODEX 아시아달러채권SRI플러스액티브,51165.0,0.0,0.00%,0.0,,,
1078.0,HANARO CAPEX설비투자iSelect,10445.0,145.0,-1.37%,0.0,,,
1079.0,체시스,1776.0,86.0,+5.09%,500.0,605.0,843.0,28.0
1080.0,ARIRANG K방산Fn,10925.0,10.0,-0.09%,0.0,,,
1081.0,성보화학,2835.0,5.0,+0.18%,500.0,664.0,1708.0,19.0
1082.0,KODEX WTI원유선물인버스(H),4240.0,60.0,-1.40%,0.0,,,
1083.0,메타랩스,2265.0,15.0,+0.67%,2500.0,227.0,900.0,-20.0
1084.0,한화솔루션우,21850.0,850.0,-3.74%,5000.0,,,
1085.0,비상교육,4315.0,90.0,-2.04%,500.0,2530.0,3092.0,35.0
1086.0,삼일씨엔에스,4400.0,75.0,+1.73%,1000.0,2412.0,4114.0,-70.0
1087.0,한국ANKOR유전,786.0,181.0,+29.92%,0.0,,,
1088.0,세원이앤씨,1270.0,0.0,0.00%,500.0,1266.0,2827.0,18.0
1089.0,KBSTAR 고배당,12025.0,25.0,-0.21%,0.0,,,
1090.0,티에이치엔,3025.0,5.0,-0.17%,500.0,4697.0,3714.0,11.0
1091.0,QV 코스닥 150 ETN,13585.0,165.0,+1.23%,0.0,,,
1092.0,진양화학,3435.0,70.0,-2.00%,500.0,291.0,446.0,-11.0
1093.0,한창제지,907.0,10.0,-1.09%,500.0,2149.0,2831.0,13.0
1094.0,에스메디,440.0,7.0,-1.57%,500.0,191.0,1899.0,-3.0
1095.0,범양건영,2175.0,55.0,-2.47%,1000.0,1198.0,2206.0,-123.0
1096.0,선도전기,3000.0,0.0,0.00%,500.0,619.0,1317.0,-169.0
1097.0,신한 인버스 2X WTI원유 선물 ETN(H),85.0,0.0,0.00%,0.0,,,
1098.0,현대건설우,51000.0,400.0,-0.78%,5000.0,,,
1099.0,솔루스첨단소재1우,6310.0,40.0,-0.63%,100.0,,,
1100.0,QV 레버리지 S&P500 ETN,26425.0,180.0,-0.68%,0.0,,,
1101.0,롯데칠성우,67400.0,500.0,-0.74%,500.0,,,
1102.0,SJM홀딩스,3465.0,0.0,0.00%,500.0,1842.0,3282.0,82.0
1103.0,일진디스플,1002.0,21.0,+2.14%,500.0,1243.0,1173.0,11.0
1104.0,SOL 미국S&P500,12220.0,20.0,-0.16%,0.0,,,
1105.0,미래에셋증권우,3635.0,5.0,-0.14%,5000.0,,,
1106.0,티웨이홀딩스,458.0,3.0,+0.66%,500.0,115.0,2107.0,-19.0
1107.0,ACE 미국달러SOFR금리(합성),10435.0,85.0,+0.82%,0.0,,,
1108.0,HANARO e커머스,9790.0,45.0,-0.46%,0.0,,,
1109.0,키움 코스피 200 ETN,10175.0,0.0,0.00%,0.0,,,
1110.0,삼화전자,4195.0,150.0,-3.45%,1000.0,483.0,687.0,-43.0
1111.0,메리츠 KAP 통안채 3개월 ETN,50730.0,0.0,0.00%,0.0,,,
1112.0,ACE 단기채권알파액티브,104000.0,5.0,0.00%,0.0,,,
1113.0,HANARO 32-10 국고채액티브,50130.0,320.0,-0.63%,0.0,,,
1114.0,미래에셋 레버리지 코스피200 선물 ETN,24905.0,505.0,-1.99%,0.0,,,
1115.0,대림통상,3270.0,80.0,-2.39%,1000.0,1741.0,1718.0,70.0
1116.0,신풍제약우,22600.0,450.0,-1.95%,500.0,,,
1117.0,대한방직,9360.0,140.0,-1.47%,1000.0,1915.0,2106.0,-39.0
1118.0,MH에탄올,6700.0,30.0,+0.45%,500.0,1107.0,4474.0,219.0
1119.0,KODEX 차이나2차전지MSCI(합성),6250.0,55.0,-0.87%,0.0,,,
1120.0,KODEX 유럽탄소배출권선물ICE(H),13055.0,235.0,+1.83%,0.0,,,
1121.0,갤럭시아에스엠,1774.0,15.0,-0.84%,500.0,301.0,579.0,42.0
1122.0,남양유업우,244000.0,1500.0,+0.62%,5000.0,,,
1123.0,케이탑리츠,1008.0,0.0,0.00%,1000.0,216.0,2702.0,175.0
1124.0,에셋플러스 글로벌플랫폼액티브,7440.0,40.0,-0.53%,0.0,,,
1125.0,대신 인버스 천연가스 선물 ETN(H),6000.0,100.0,+1.69%,0.0,,,
1126.0,원림,20750.0,0.0,0.00%,5000.0,819.0,1699.0,34.0
1127.0,TIGER 농산물선물Enhanced(H),7100.0,100.0,+1.43%,0.0,,,
1128.0,영화금속,890.0,1.0,+0.11%,500.0,2849.0,2207.0,-11.0
1129.0,KBSTAR 금융채액티브,99990.0,95.0,-0.09%,0.0,,,
1130.0,TBH글로벌,2245.0,10.0,+0.45%,500.0,2031.0,1123.0,20.0
1131.0,삼성 레버리지 나스닥 100 ETN(H),11680.0,190.0,-1.60%,0.0,,,
1132.0,TIGER 코스닥150 레버리지,11325.0,410.0,-3.49%,0.0,,,
1133.0,TIGER 차이나바이오테크SOLACTIVE,6825.0,75.0,+1.11%,0.0,,,
1134.0,키움 코스닥 150 ETN,11540.0,0.0,0.00%,0.0,,,
1135.0,ACE 삼성그룹섹터가중,14815.0,90.0,-0.60%,0.0,,,
1136.0,바다로19호,3010.0,0.0,0.00%,5000.0,116.0,518.0,73.0
1137.0,KB 인버스 천연가스 선물 ETN,10100.0,210.0,+2.12%,0.0,,,
1138.0,KBSTAR Fn컨택트대표,7305.0,70.0,-0.95%,0.0,,,
1139.0,TIGER 글로벌클라우드컴퓨팅INDXX,9075.0,175.0,-1.89%,0.0,,,
1140.0,삼성 코스닥 150 ETN,8975.0,195.0,-2.13%,0.0,,,
1141.0,DL이앤씨2우(전환),21000.0,300.0,-1.41%,5000.0,,,
1142.0,한국전자홀딩스,944.0,3.0,-0.32%,500.0,3240.0,4691.0,300.0
1143.0,평화홀딩스,3005.0,5.0,-0.17%,500.0,7402.0,5584.0,36.0
1144.0,유엔젤,3330.0,65.0,-1.91%,500.0,300.0,610.0,8.0
1145.0,HANARO 단기채권액티브,104490.0,0.0,0.00%,0.0,,,
1146.0,KB 레버리지 나스닥 100 ETN,14510.0,95.0,-0.65%,0.0,,,
1147.0,ACE 인도네시아MSCI(합성),10355.0,0.0,0.00%,0.0,,,
1148.0,이화산업,15500.0,270.0,-1.71%,5000.0,586.0,2685.0,-9.0
1149.0,TIGER 인버스,5285.0,45.0,+0.86%,0.0,,,
1150.0,형지엘리트,1384.0,15.0,-1.07%,500.0,945.0,1251.0,25.0
1151.0,삼성 미국 대형 성장주 ETN,21360.0,0.0,0.00%,0.0,,,
1152.0,하나 Solactive 2X US Tech Top 10 ETN(H),42190.0,0.0,0.00%,0.0,,,
1153.0,국동,733.0,17.0,-2.27%,500.0,3299.0,1750.0,170.0
1154.0,KODEX 증권,6050.0,30.0,-0.49%,0.0,,,
1155.0,TRUE 코스피 200 ETN,8365.0,25.0,-0.30%,0.0,,,
1156.0,SK디스커버리우,30750.0,450.0,+1.49%,5000.0,,,
1157.0,화인베스틸,1396.0,6.0,-0.43%,500.0,1396.0,1796.0,7.0
1158.0,대신 인버스 2X 알루미늄 선물 ETN(H),41730.0,565.0,+1.37%,0.0,,,
1159.0,삼성 코스피 200 ETN,8345.0,45.0,-0.54%,0.0,,,
1160.0,KOSEF 통안채1년,104145.0,20.0,-0.02%,0.0,,,
1161.0,KODEX 200롱코스닥150숏선물,8660.0,105.0,+1.23%,0.0,,,
1162.0,파워 200,33020.0,255.0,-0.77%,0.0,,,
1163.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),8410.0,120.0,-1.41%,0.0,,,
1164.0,WISCOM,2680.0,5.0,-0.19%,500.0,1257.0,1285.0,7.0
1165.0,KODEX K-신재생에너지액티브,13225.0,150.0,-1.12%,0.0,,,
1166.0,TIGER 레버리지,15125.0,245.0,-1.59%,0.0,,,
1167.0,KB 레버리지 S&P 500 선물 ETN(H),10200.0,200.0,-1.92%,0.0,,,
1168.0,HANARO 글로벌럭셔리S&P(합성),17220.0,145.0,-0.84%,0.0,,,
1169.0,KODEX 2차전지산업레버리지,6650.0,215.0,-3.13%,0.0,,,
1170.0,비비안,1345.0,13.0,-0.96%,500.0,2131.0,2011.0,57.0
1171.0,TIGER 차이나전기차레버리지(합성),6260.0,170.0,-2.64%,0.0,,,
1172.0,TIGER 글로벌BBIG액티브,11625.0,25.0,+0.22%,0.0,,,
1173.0,신한 레버리지 S&P500 선물 ETN,19975.0,215.0,-1.06%,0.0,,,
1174.0,KODEX 미국달러선물인버스,8410.0,65.0,-0.77%,0.0,,,
1175.0,TRUE 코스피 양매도 3% OTM ETN,7955.0,5.0,-0.06%,0.0,,,
1176.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),39750.0,895.0,+2.30%,0.0,,,
1177.0,ACE 200TR,20920.0,180.0,-0.85%,0.0,,,
1178.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),39680.0,1185.0,+3.08%,0.0,,,
1179.0,국보,3200.0,185.0,-5.47%,5000.0,1023.0,1100.0,-140.0
1180.0,TIGER 유로스탁스50(합성 H),14660.0,300.0,-2.01%,0.0,,,
1181.0,유화증권우,2260.0,20.0,+0.89%,1000.0,,,
1182.0,TRUE 인버스 2X 나스닥 100 ETN,1315.0,35.0,+2.73%,0.0,,,
1183.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,15725.0,585.0,+3.86%,0.0,,,
1184.0,HANARO Fn K-뉴딜디지털플러스,8080.0,50.0,-0.62%,0.0,,,
1185.0,KODEX 차이나H,15590.0,205.0,-1.30%,0.0,,,
1186.0,KB 천연가스 선물 ETN(H),7755.0,95.0,-1.21%,0.0,,,
1187.0,KODEX 미국배당프리미엄액티브,9920.0,25.0,+0.25%,0.0,,,
1188.0,WOORI 단기국공채액티브,50725.0,0.0,0.00%,0.0,,,
1189.0,동양고속,13300.0,60.0,+0.45%,5000.0,1044.0,1655.0,-112.0
1190.0,세기상사,6920.0,70.0,-1.00%,500.0,337.0,516.0,-8.0
1191.0,부산주공,486.0,0.0,0.00%,500.0,2305.0,2326.0,-65.0
1192.0,세우글로벌,1331.0,5.0,+0.38%,500.0,281.0,499.0,16.0
1193.0,전방,22600.0,400.0,-1.74%,5000.0,1249.0,3048.0,-350.0
1194.0,KODEX K-친환경선박액티브,10195.0,250.0,-2.39%,0.0,,,
1195.0,TIGER KRX인터넷K-뉴딜,3440.0,55.0,-1.57%,0.0,,,
1196.0,태원물산,4950.0,45.0,+0.92%,500.0,110.0,349.0,-5.0
1197.0,대신 S&P 인버스 2X 천연가스 선물 ETN,37400.0,1190.0,+3.29%,0.0,,,
1198.0,TIGER 200 헬스케어,16690.0,375.0,-2.20%,0.0,,,
1199.0,동일제강,1837.0,8.0,-0.43%,500.0,1968.0,1797.0,25.0
1200.0,한창,400.0,0.0,0.00%,500.0,893.0,1135.0,98.0
1201.0,DL이앤씨우,17500.0,10.0,+0.06%,5000.0,,,
1202.0,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,12310.0,45.0,+0.37%,0.0,,,
1203.0,우진아이엔에스,4840.0,95.0,-1.93%,500.0,840.0,1116.0,-56.0
1204.0,SOL 200 Top10,8365.0,5.0,+0.06%,0.0,,,
1205.0,TIGER 미국나스닥바이오,19540.0,155.0,-0.79%,0.0,,,
1206.0,삼성 미국 대형 성장주 ETN(H),18335.0,0.0,0.00%,0.0,,,
1207.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,14635.0,275.0,-1.84%,0.0,,,
1208.0,ARIRANG 단기채권액티브,109930.0,0.0,0.00%,0.0,,,
1209.0,QV S&P500 버퍼10% 9월 ETN,12165.0,0.0,0.00%,0.0,,,
1210.0,호텔신라우,48400.0,0.0,0.00%,5000.0,,,
1211.0,모두투어리츠,4645.0,115.0,+2.54%,5000.0,53.0,1033.0,25.0
1212.0,ACE 미국빅테크TOP7 Plus,10240.0,0.0,0.00%,0.0,,,
1213.0,KODEX 인도Nifty50레버리지(합성),12110.0,85.0,-0.70%,0.0,,,
1214.0,KBSTAR 중국본토CSI300,9250.0,25.0,-0.27%,0.0,,,
1215.0,신한 레버리지 금 선물 ETN,18015.0,75.0,+0.42%,0.0,,,
1216.0,KODEX 코스피TR,11960.0,50.0,-0.42%,0.0,,,
1217.0,삼성 미국 대형 가치주 ETN,17845.0,0.0,0.00%,0.0,,,
1218.0,TIMEFOLIO K바이오액티브,8840.0,340.0,-3.70%,0.0,,,
1219.0,에넥스,586.0,1.0,-0.17%,500.0,2060.0,1281.0,-235.0
1220.0,ACE 엔비디아채권혼합블룸버그,14645.0,0.0,0.00%,0.0,,,
1221.0,동원수산,7540.0,30.0,+0.40%,5000.0,1770.0,1218.0,58.0
1222.0,KODEX Fn시스템반도체,8750.0,35.0,-0.40%,0.0,,,
1223.0,KODEX 미국채10년선물,10880.0,15.0,+0.14%,0.0,,,
1224.0,주연테크,582.0,3.0,-0.51%,200.0,667.0,532.0,-63.0
1225.0,성문전자,1531.0,12.0,-0.78%,500.0,500.0,572.0,25.0
1226.0,TIGER 미국나스닥100레버리지(합성),12720.0,5.0,-0.04%,0.0,,,
1227.0,ACE 중장기국공채액티브,97590.0,140.0,-0.14%,0.0,,,
1228.0,KOSEF 미국달러선물,14880.0,125.0,+0.85%,0.0,,,
1229.0,DL우,20150.0,250.0,-1.23%,5000.0,,,
1230.0,경인전자,21550.0,50.0,-0.23%,5000.0,201.0,684.0,1.0
